Date,Close
1996-08-01 00:00:00+00:00,13.75
1996-08-02 00:00:00+00:00,13.75
1996-08-05 00:00:00+00:00,13.8125
1996-08-06 00:00:00+00:00,13.75
1996-08-07 00:00:00+00:00,13.8125
1996-08-08 00:00:00+00:00,13.8125
1996-08-09 00:00:00+00:00,13.8125
1996-08-12 00:00:00+00:00,13.75
1996-08-13 00:00:00+00:00,13.9375
1996-08-14 00:00:00+00:00,13.875
1996-08-15 00:00:00+00:00,13.75
1996-08-16 00:00:00+00:00,13.8125
1996-08-19 00:00:00+00:00,13.875
1996-08-20 00:00:00+00:00,13.875
1996-08-21 00:00:00+00:00,13.75
1996-08-22 00:00:00+00:00,13.8125
1996-08-23 00:00:00+00:00,13.9375
1996-08-26 00:00:00+00:00,13.875
1996-08-27 00:00:00+00:00,13.875
1996-08-28 00:00:00+00:00,13.6875
1996-08-29 00:00:00+00:00,13.625
1996-08-30 00:00:00+00:00,13.5625
1996-09-03 00:00:00+00:00,13.5
1996-09-04 00:00:00+00:00,13.5625
1996-09-05 00:00:00+00:00,13.5625
1996-09-06 00:00:00+00:00,13.625
1996-09-09 00:00:00+00:00,13.6875
1996-09-10 00:00:00+00:00,13.5625
1996-09-11 00:00:00+00:00,13.5625
1996-09-12 00:00:00+00:00,13.625
1996-09-13 00:00:00+00:00,13.8125
1996-09-16 00:00:00+00:00,13.875
1996-09-17 00:00:00+00:00,13.875
1996-09-18 00:00:00+00:00,13.6875
1996-09-19 00:00:00+00:00,13.75
1996-09-20 00:00:00+00:00,13.875
1996-09-23 00:00:00+00:00,13.625
1996-09-24 00:00:00+00:00,13.875
1996-09-25 00:00:00+00:00,13.9375
1996-09-26 00:00:00+00:00,13.9375
1996-09-27 00:00:00+00:00,13.875
1996-09-30 00:00:00+00:00,13.8125
1996-10-01 00:00:00+00:00,13.875
1996-10-02 00:00:00+00:00,14.0
1996-10-03 00:00:00+00:00,13.9375
1996-10-04 00:00:00+00:00,14.0625
1996-10-07 00:00:00+00:00,14.0625
1996-10-08 00:00:00+00:00,14.0625
1996-10-09 00:00:00+00:00,14.0625
1996-10-10 00:00:00+00:00,13.875
1996-10-11 00:00:00+00:00,14.0
1996-10-14 00:00:00+00:00,13.875
1996-10-15 00:00:00+00:00,14.0
1996-10-16 00:00:00+00:00,13.9375
1996-10-17 00:00:00+00:00,14.0
1996-10-18 00:00:00+00:00,14.125
1996-10-21 00:00:00+00:00,14.125
1996-10-22 00:00:00+00:00,14.125
1996-10-23 00:00:00+00:00,14.0
1996-10-24 00:00:00+00:00,13.875
1996-10-25 00:00:00+00:00,14.0625
1996-10-28 00:00:00+00:00,14.125
1996-10-29 00:00:00+00:00,14.0625
1996-10-30 00:00:00+00:00,14.0625
1996-10-31 00:00:00+00:00,13.875
1996-11-01 00:00:00+00:00,14.0
1996-11-04 00:00:00+00:00,14.0625
1996-11-05 00:00:00+00:00,13.9375
1996-11-06 00:00:00+00:00,14.25
1996-11-07 00:00:00+00:00,14.125
1996-11-08 00:00:00+00:00,14.25
1996-11-11 00:00:00+00:00,14.375
1996-11-12 00:00:00+00:00,14.3125
1996-11-13 00:00:00+00:00,14.4375
1996-11-14 00:00:00+00:00,14.4375
1996-11-15 00:00:00+00:00,14.5625
1996-11-18 00:00:00+00:00,14.5625
1996-11-19 00:00:00+00:00,14.5625
1996-11-20 00:00:00+00:00,14.625
1996-11-21 00:00:00+00:00,14.5625
1996-11-22 00:00:00+00:00,14.4375
1996-11-25 00:00:00+00:00,14.4375
1996-11-26 00:00:00+00:00,14.375
1996-11-27 00:00:00+00:00,14.25
1996-11-29 00:00:00+00:00,14.375
1996-12-02 00:00:00+00:00,14.4375
1996-12-03 00:00:00+00:00,14.4375
1996-12-04 00:00:00+00:00,14.3125
1996-12-05 00:00:00+00:00,14.5
1996-12-06 00:00:00+00:00,14.25
1996-12-09 00:00:00+00:00,14.3125
1996-12-10 00:00:00+00:00,14.25
1996-12-11 00:00:00+00:00,14.125
1996-12-12 00:00:00+00:00,14.0625
1996-12-13 00:00:00+00:00,14.0
1996-12-16 00:00:00+00:00,14.0625
1996-12-17 00:00:00+00:00,14.0625
1996-12-18 00:00:00+00:00,13.9375
1996-12-19 00:00:00+00:00,14.0
1996-12-20 00:00:00+00:00,14.1875
1996-12-23 00:00:00+00:00,14.125
1996-12-24 00:00:00+00:00,14.1875
1996-12-26 00:00:00+00:00,14.1875
1996-12-27 00:00:00+00:00,14.1875
1996-12-30 00:00:00+00:00,14.25
1996-12-31 00:00:00+00:00,14.375
1997-01-02 00:00:00+00:00,14.25
1997-01-03 00:00:00+00:00,14.1875
1997-01-06 00:00:00+00:00,14.25
1997-01-07 00:00:00+00:00,14.25
1997-01-08 00:00:00+00:00,14.125
1997-01-09 00:00:00+00:00,14.1875
1997-01-10 00:00:00+00:00,14.25
1997-01-13 00:00:00+00:00,14.25
1997-01-14 00:00:00+00:00,14.375
1997-01-15 00:00:00+00:00,14.375
1997-01-16 00:00:00+00:00,14.4375
1997-01-17 00:00:00+00:00,14.375
1997-01-20 00:00:00+00:00,14.375
1997-01-21 00:00:00+00:00,14.1875
1997-01-22 00:00:00+00:00,14.0625
1997-01-23 00:00:00+00:00,14.1875
1997-01-24 00:00:00+00:00,14.25
1997-01-27 00:00:00+00:00,14.125
1997-01-28 00:00:00+00:00,14.1875
1997-01-29 00:00:00+00:00,14.125
1997-01-30 00:00:00+00:00,14.1875
1997-01-31 00:00:00+00:00,14.375
1997-02-03 00:00:00+00:00,14.4375
1997-02-04 00:00:00+00:00,14.4375
1997-02-05 00:00:00+00:00,14.625
1997-02-06 00:00:00+00:00,14.5625
1997-02-07 00:00:00+00:00,14.6875
1997-02-10 00:00:00+00:00,14.75
1997-02-11 00:00:00+00:00,14.8125
1997-02-12 00:00:00+00:00,14.75
1997-02-13 00:00:00+00:00,14.75
1997-02-14 00:00:00+00:00,14.75
1997-02-18 00:00:00+00:00,14.8125
1997-02-19 00:00:00+00:00,14.75
1997-02-20 00:00:00+00:00,14.4375
1997-02-21 00:00:00+00:00,14.625
