"Date","Price","Open","High","Low","Vol.","Change %"
"02/07/2014","1.7166","1.7151","1.7179","1.7141","","0.09%"
"01/07/2014","1.7150","1.7108","1.7168","1.7095","","0.26%"
"30/06/2014","1.7106","1.7021","1.7118","1.7008","","0.42%"
"27/06/2014","1.7035","1.7026","1.7053","1.7007","","0.05%"
"26/06/2014","1.7027","1.6986","1.7042","1.6971","","0.25%"
"25/06/2014","1.6984","1.6984","1.7005","1.6949","","-0.01%"
"24/06/2014","1.6986","1.7029","1.7033","1.6965","","-0.24%"
"23/06/2014","1.7027","1.7015","1.7052","1.7002","","0.09%"
"20/06/2014","1.7012","1.7039","1.7062","1.7003","","-0.17%"
"19/06/2014","1.7041","1.6993","1.7064","1.6982","","0.28%"
"18/06/2014","1.6993","1.6965","1.7002","1.6925","","0.16%"
"17/06/2014","1.6966","1.6986","1.6992","1.6939","","-0.11%"
"16/06/2014","1.6984","1.6970","1.7012","1.6959","","0.11%"
"13/06/2014","1.6965","1.6929","1.6994","1.6922","","0.22%"
"12/06/2014","1.6928","1.6787","1.6930","1.6784","","0.83%"
"11/06/2014","1.6788","1.6757","1.6811","1.6738","","0.19%"
"10/06/2014","1.6756","1.6801","1.6818","1.6742","","-0.28%"
"09/06/2014","1.6803","1.6797","1.6835","1.6784","","0.00%"
"06/06/2014","1.6803","1.6822","1.6846","1.6782","","-0.10%"
"05/06/2014","1.6820","1.6736","1.6824","1.6721","","0.50%"
"04/06/2014","1.6737","1.6750","1.6770","1.6698","","-0.07%"
"03/06/2014","1.6749","1.6745","1.6782","1.6728","","0.02%"
"02/06/2014","1.6746","1.6760","1.6771","1.6724","","-0.04%"
"30/05/2014","1.6752","1.6717","1.6779","1.6713","","0.21%"
"29/05/2014","1.6717","1.6711","1.6742","1.6692","","0.04%"
"28/05/2014","1.6711","1.6810","1.6816","1.6698","","-0.59%"
"27/05/2014","1.6810","1.6841","1.6883","1.6782","","-0.20%"
"26/05/2014","1.6843","1.6836","1.6855","1.6826","","0.06%"
"23/05/2014","1.6833","1.6871","1.6877","1.6812","","-0.23%"
"22/05/2014","1.6871","1.6900","1.6919","1.6852","","-0.18%"
"21/05/2014","1.6902","1.6839","1.6923","1.6831","","0.38%"
"20/05/2014","1.6838","1.6813","1.6864","1.6801","","0.14%"
"19/05/2014","1.6814","1.6812","1.6846","1.6805","","-0.01%"
"16/05/2014","1.6816","1.6791","1.6841","1.6784","","0.16%"
"15/05/2014","1.6789","1.6767","1.6807","1.6731","","0.14%"
"14/05/2014","1.6766","1.6824","1.6875","1.6751","","-0.36%"
"13/05/2014","1.6826","1.6867","1.6883","1.6817","","-0.25%"
"12/05/2014","1.6869","1.6839","1.6904","1.6835","","0.11%"
"09/05/2014","1.6851","1.6935","1.6939","1.6832","","-0.48%"
"08/05/2014","1.6933","1.6955","1.6977","1.6923","","-0.12%"
"07/05/2014","1.6954","1.6975","1.6988","1.6951","","-0.14%"
"06/05/2014","1.6978","1.6867","1.6997","1.6864","","0.67%"
"05/05/2014","1.6865","1.6870","1.6890","1.6855","","-0.01%"
"02/05/2014","1.6867","1.6892","1.6898","1.6822","","-0.15%"
"01/05/2014","1.6893","1.6874","1.6920","1.6869","","0.12%"
"30/04/2014","1.6873","1.6830","1.6903","1.6807","","0.27%"
"29/04/2014","1.6827","1.6808","1.6850","1.6793","","0.11%"
"28/04/2014","1.6808","1.6791","1.6856","1.6776","","0.02%"
"25/04/2014","1.6805","1.6805","1.6830","1.6790","","0.00%"
"24/04/2014","1.6805","1.6784","1.6809","1.6765","","0.13%"
"23/04/2014","1.6783","1.6824","1.6838","1.6763","","-0.24%"
"22/04/2014","1.6824","1.6791","1.6841","1.6784","","0.19%"
"21/04/2014","1.6792","1.6787","1.6820","1.6782","","-0.10%"
"18/04/2014","1.6808","1.6793","1.6808","1.6772","","0.09%"
"17/04/2014","1.6793","1.6796","1.6843","1.6786","","-0.03%"
"16/04/2014","1.6798","1.6731","1.6820","1.6719","","0.41%"
"15/04/2014","1.6730","1.6730","1.6750","1.6682","","0.00%"
"14/04/2014","1.6730","1.6709","1.6745","1.6696","","-0.02%"
"11/04/2014","1.6734","1.6785","1.6791","1.6717","","-0.30%"
"10/04/2014","1.6785","1.6795","1.6822","1.6755","","-0.05%"
"09/04/2014","1.6793","1.6747","1.6801","1.6723","","0.27%"
"08/04/2014","1.6748","1.6608","1.6756","1.6603","","0.83%"
"07/04/2014","1.6610","1.6574","1.6625","1.6564","","0.18%"
"04/04/2014","1.6580","1.6597","1.6606","1.6553","","-0.11%"
"03/04/2014","1.6599","1.6627","1.6662","1.6570","","-0.17%"
"02/04/2014","1.6627","1.6627","1.6664","1.6618","","-0.01%"
"01/04/2014","1.6629","1.6660","1.6679","1.6616","","-0.20%"
"31/03/2014","1.6663","1.6650","1.6686","1.6612","","0.15%"
"28/03/2014","1.6638","1.6612","1.6653","1.6599","","0.16%"
"27/03/2014","1.6612","1.6584","1.6650","1.6555","","0.15%"
"26/03/2014","1.6587","1.6528","1.6599","1.6509","","0.35%"
"25/03/2014","1.6529","1.6498","1.6551","1.6481","","0.19%"
"24/03/2014","1.6498","1.6490","1.6538","1.6460","","0.07%"
"21/03/2014","1.6486","1.6507","1.6522","1.6475","","-0.12%"
"20/03/2014","1.6505","1.6543","1.6570","1.6481","","-0.22%"
"19/03/2014","1.6542","1.6593","1.6655","1.6508","","-0.31%"
"18/03/2014","1.6593","1.6635","1.6648","1.6544","","-0.26%"
"17/03/2014","1.6637","1.6644","1.6669","1.6604","","-0.05%"
"14/03/2014","1.6646","1.6627","1.6652","1.6588","","0.13%"
"13/03/2014","1.6625","1.6618","1.6717","1.6605","","0.03%"
"12/03/2014","1.6620","1.6618","1.6640","1.6570","","0.02%"
"11/03/2014","1.6617","1.6646","1.6655","1.6596","","-0.17%"
"10/03/2014","1.6646","1.6720","1.6750","1.6623","","-0.40%"
"07/03/2014","1.6713","1.6740","1.6787","1.6707","","-0.16%"
"06/03/2014","1.6740","1.6723","1.6778","1.6685","","0.10%"
"05/03/2014","1.6723","1.6664","1.6743","1.6656","","0.35%"
"04/03/2014","1.6664","1.6667","1.6718","1.6640","","-0.02%"
"03/03/2014","1.6667","1.6747","1.6752","1.6654","","-0.47%"
"28/02/2014","1.6745","1.6687","1.6771","1.6677","","0.34%"
"27/02/2014","1.6688","1.6675","1.6700","1.6618","","0.09%"
"26/02/2014","1.6673","1.6677","1.6702","1.6620","","-0.05%"
"25/02/2014","1.6681","1.6656","1.6728","1.6641","","0.15%"
"24/02/2014","1.6656","1.6620","1.6679","1.6582","","0.24%"
"21/02/2014","1.6616","1.6652","1.6726","1.6612","","-0.20%"
"20/02/2014","1.6650","1.6679","1.6698","1.6625","","-0.19%"
"19/02/2014","1.6681","1.6683","1.6734","1.6637","","-0.02%"
"18/02/2014","1.6684","1.6715","1.6742","1.6655","","-0.19%"
"17/02/2014","1.6715","1.6744","1.6824","1.6694","","-0.19%"
"14/02/2014","1.6747","1.6660","1.6757","1.6643","","0.52%"
"13/02/2014","1.6660","1.6595","1.6675","1.6593","","0.39%"
"12/02/2014","1.6595","1.6452","1.6601","1.6425","","0.88%"
"11/02/2014","1.6450","1.6401","1.6489","1.6392","","0.30%"
"10/02/2014","1.6401","1.6411","1.6429","1.6381","","-0.07%"
"07/02/2014","1.6412","1.6324","1.6420","1.6300","","0.55%"
"06/02/2014","1.6322","1.6311","1.6351","1.6273","","0.08%"
"05/02/2014","1.6309","1.6326","1.6343","1.6252","","-0.10%"
"04/02/2014","1.6326","1.6307","1.6345","1.6256","","0.13%"
"03/02/2014","1.6305","1.6445","1.6446","1.6288","","-0.79%"
"31/01/2014","1.6435","1.6488","1.6500","1.6429","","-0.30%"
"30/01/2014","1.6485","1.6561","1.6567","1.6444","","-0.46%"
"29/01/2014","1.6562","1.6578","1.6609","1.6527","","-0.10%"
"28/01/2014","1.6579","1.6586","1.6626","1.6536","","-0.04%"
"27/01/2014","1.6585","1.6481","1.6589","1.6473","","0.62%"
"24/01/2014","1.6483","1.6639","1.6670","1.6480","","-0.93%"
"23/01/2014","1.6637","1.6575","1.6644","1.6555","","0.37%"
"22/01/2014","1.6575","1.6474","1.6586","1.6449","","0.60%"
"21/01/2014","1.6476","1.6430","1.6486","1.6399","","0.27%"
"20/01/2014","1.6431","1.6421","1.6454","1.6397","","0.04%"
"17/01/2014","1.6424","1.6357","1.6461","1.6312","","0.43%"
"16/01/2014","1.6354","1.6371","1.6382","1.6317","","-0.10%"
"15/01/2014","1.6371","1.6439","1.6446","1.6324","","-0.43%"
"14/01/2014","1.6441","1.6385","1.6466","1.6368","","0.35%"
"13/01/2014","1.6383","1.6479","1.6509","1.6347","","-0.60%"
"10/01/2014","1.6482","1.6482","1.6521","1.6402","","0.01%"
"09/01/2014","1.6481","1.6448","1.6497","1.6441","","0.20%"
"08/01/2014","1.6448","1.6403","1.6472","1.6376","","0.27%"
"07/01/2014","1.6403","1.6406","1.6440","1.6374","","-0.02%"
"06/01/2014","1.6406","1.6410","1.6435","1.6338","","-0.06%"
"03/01/2014","1.6416","1.6454","1.6477","1.6397","","-0.23%"
"02/01/2014","1.6454","1.6566","1.6606","1.6415","","-0.68%"
"01/01/2014","1.6566","1.6559","1.6580","1.6528","","0.05%"
"31/12/2013","1.6558","1.6502","1.6581","1.6474","","0.34%"
"30/12/2013","1.6502","1.6468","1.6534","1.6460","","0.13%"
"27/12/2013","1.6481","1.6413","1.6580","1.6406","","0.42%"
"26/12/2013","1.6412","1.6349","1.6439","1.6347","","0.37%"
"25/12/2013","1.6351","1.6376","1.6376","1.6332","","-0.15%"
"24/12/2013","1.6376","1.6355","1.6383","1.6322","","0.12%"
"23/12/2013","1.6356","1.6332","1.6377","1.6325","","0.12%"
"20/12/2013","1.6336","1.6372","1.6397","1.6317","","-0.21%"
"19/12/2013","1.6370","1.6392","1.6395","1.6334","","-0.13%"
"18/12/2013","1.6391","1.6261","1.6484","1.6260","","0.78%"
"17/12/2013","1.6264","1.6300","1.6339","1.6222","","-0.21%"
"16/12/2013","1.6298","1.6300","1.6349","1.6286","","-0.01%"
"13/12/2013","1.6299","1.6352","1.6361","1.6262","","-0.31%"
"12/12/2013","1.6350","1.6376","1.6420","1.6321","","-0.15%"
"11/12/2013","1.6375","1.6447","1.6460","1.6339","","-0.43%"
"10/12/2013","1.6446","1.6430","1.6466","1.6418","","0.10%"
"09/12/2013","1.6430","1.6349","1.6434","1.6323","","0.50%"
"06/12/2013","1.6349","1.6336","1.6395","1.6298","","0.09%"
"05/12/2013","1.6334","1.6383","1.6404","1.6300","","-0.31%"
"04/12/2013","1.6385","1.6393","1.6406","1.6328","","-0.04%"
"03/12/2013","1.6392","1.6356","1.6437","1.6346","","0.21%"
"02/12/2013","1.6357","1.6363","1.6444","1.6343","","-0.07%"
"29/11/2013","1.6368","1.6347","1.6387","1.6315","","0.16%"
"28/11/2013","1.6342","1.6289","1.6360","1.6278","","0.33%"
"27/11/2013","1.6288","1.6215","1.6332","1.6197","","0.44%"
"26/11/2013","1.6216","1.6156","1.6222","1.6140","","0.37%"
"25/11/2013","1.6156","1.6229","1.6243","1.6134","","-0.43%"
"22/11/2013","1.6226","1.6199","1.6229","1.6178","","0.16%"
"21/11/2013","1.6200","1.6107","1.6203","1.6073","","0.59%"
"20/11/2013","1.6105","1.6119","1.6179","1.6087","","-0.10%"
"19/11/2013","1.6121","1.6110","1.6134","1.6059","","0.07%"
"18/11/2013","1.6110","1.6122","1.6150","1.6082","","-0.07%"
"15/11/2013","1.6122","1.6065","1.6136","1.6048","","0.35%"
"14/11/2013","1.6065","1.6057","1.6103","1.5988","","0.04%"
"13/11/2013","1.6058","1.5905","1.6068","1.5878","","0.96%"
"12/11/2013","1.5905","1.5989","1.5993","1.5853","","-0.53%"
"11/11/2013","1.5989","1.6006","1.6023","1.5964","","-0.18%"
"08/11/2013","1.6018","1.6099","1.6107","1.5958","","-0.49%"
"07/11/2013","1.6097","1.6079","1.6114","1.6008","","0.09%"
"06/11/2013","1.6082","1.6046","1.6119","1.6042","","0.22%"
"05/11/2013","1.6046","1.5968","1.6063","1.5947","","0.49%"
"04/11/2013","1.5968","1.5925","1.5980","1.5904","","0.26%"
"01/11/2013","1.5926","1.6038","1.6048","1.5909","","-0.72%"
"31/10/2013","1.6042","1.6042","1.6071","1.6006","","0.02%"
"30/10/2013","1.6039","1.6048","1.6081","1.6000","","-0.05%"
"29/10/2013","1.6047","1.6143","1.6146","1.6024","","-0.59%"
"28/10/2013","1.6142","1.6166","1.6210","1.6125","","-0.15%"
"25/10/2013","1.6166","1.6203","1.6248","1.6151","","-0.22%"
"24/10/2013","1.6202","1.6164","1.6223","1.6138","","0.24%"
"23/10/2013","1.6164","1.6236","1.6258","1.6121","","-0.44%"
"22/10/2013","1.6235","1.6147","1.6248","1.6115","","0.54%"
"21/10/2013","1.6147","1.6168","1.6183","1.6134","","-0.13%"
"18/10/2013","1.6168","1.6166","1.6227","1.6143","","0.02%"
"17/10/2013","1.6164","1.5947","1.6172","1.5939","","1.34%"
"16/10/2013","1.5951","1.6000","1.6048","1.5894","","-0.29%"
"15/10/2013","1.5998","1.5984","1.6010","1.5915","","0.08%"
"14/10/2013","1.5985","1.5953","1.6020","1.5951","","0.19%"
"11/10/2013","1.5955","1.5966","1.6002","1.5924","","-0.07%"
"10/10/2013","1.5966","1.5955","1.5979","1.5913","","0.06%"
"09/10/2013","1.5956","1.6084","1.6123","1.5916","","-0.80%"
"08/10/2013","1.6084","1.6096","1.6126","1.6020","","-0.07%"
"07/10/2013","1.6096","1.6018","1.6101","1.6016","","0.54%"
"04/10/2013","1.6010","1.6157","1.6179","1.6006","","-0.90%"
"03/10/2013","1.6156","1.6224","1.6243","1.6155","","-0.41%"
"02/10/2013","1.6223","1.6195","1.6252","1.6164","","0.17%"
"01/10/2013","1.6195","1.6187","1.6263","1.6183","","0.06%"
"30/09/2013","1.6186","1.6118","1.6203","1.6106","","0.29%"
"27/09/2013","1.6139","1.6043","1.6149","1.6031","","0.61%"
"26/09/2013","1.6041","1.6082","1.6098","1.6000","","-0.24%"
"25/09/2013","1.6080","1.6005","1.6089","1.5979","","0.48%"
"24/09/2013","1.6003","1.6043","1.6046","1.5954","","-0.24%"
"23/09/2013","1.6042","1.6025","1.6073","1.5993","","0.22%"
"20/09/2013","1.6006","1.6033","1.6068","1.5986","","-0.16%"
"19/09/2013","1.6031","1.6147","1.6153","1.6021","","-0.71%"
"18/09/2013","1.6146","1.5903","1.6164","1.5892","","1.52%"
"17/09/2013","1.5904","1.5897","1.5938","1.5887","","0.05%"
"16/09/2013","1.5896","1.5873","1.5964","1.5873","","0.13%"
"13/09/2013","1.5875","1.5806","1.5886","1.5776","","0.44%"
"12/09/2013","1.5806","1.5820","1.5840","1.5779","","-0.08%"
"11/09/2013","1.5818","1.5736","1.5831","1.5719","","0.53%"
"10/09/2013","1.5735","1.5696","1.5746","1.5685","","0.26%"
"09/09/2013","1.5694","1.5635","1.5732","1.5606","","0.40%"
"06/09/2013","1.5631","1.5591","1.5682","1.5564","","0.26%"
"05/09/2013","1.5591","1.5625","1.5669","1.5574","","-0.23%"
"04/09/2013","1.5627","1.5562","1.5648","1.5555","","0.43%"
"03/09/2013","1.5560","1.5547","1.5603","1.5523","","0.10%"
"02/09/2013","1.5545","1.5511","1.5593","1.5505","","0.23%"
"30/08/2013","1.5509","1.5505","1.5528","1.5461","","0.03%"
"29/08/2013","1.5504","1.5525","1.5549","1.5482","","-0.14%"
"28/08/2013","1.5526","1.5547","1.5553","1.5428","","-0.14%"
"27/08/2013","1.5547","1.5575","1.5593","1.5482","","-0.19%"
"26/08/2013","1.5576","1.5575","1.5613","1.5557","","0.05%"
"23/08/2013","1.5568","1.5588","1.5637","1.5538","","-0.13%"
"22/08/2013","1.5588","1.5658","1.5666","1.5563","","-0.45%"
"21/08/2013","1.5659","1.5667","1.5718","1.5636","","-0.05%"
"20/08/2013","1.5667","1.5648","1.5696","1.5627","","0.12%"
"19/08/2013","1.5649","1.5619","1.5675","1.5609","","0.13%"
"16/08/2013","1.5629","1.5646","1.5659","1.5608","","-0.08%"
"15/08/2013","1.5642","1.5501","1.5652","1.5495","","0.91%"
"14/08/2013","1.5501","1.5450","1.5549","1.5423","","0.34%"
"13/08/2013","1.5448","1.5463","1.5509","1.5427","","-0.10%"
"12/08/2013","1.5463","1.5503","1.5522","1.5457","","-0.24%"
"09/08/2013","1.5500","1.5538","1.5560","1.5498","","-0.25%"
"08/08/2013","1.5539","1.5488","1.5574","1.5484","","0.33%"
"07/08/2013","1.5488","1.5349","1.5532","1.5206","","0.91%"
"06/08/2013","1.5348","1.5358","1.5393","1.5331","","-0.07%"
"05/08/2013","1.5358","1.5288","1.5379","1.5265","","0.45%"
"02/08/2013","1.5289","1.5121","1.5310","1.5103","","1.12%"
"01/08/2013","1.5120","1.5210","1.5244","1.5111","","-0.58%"
"31/07/2013","1.5208","1.5238","1.5255","1.5127","","-0.19%"
"30/07/2013","1.5237","1.5339","1.5354","1.5223","","-0.66%"
"29/07/2013","1.5339","1.5379","1.5415","1.5330","","-0.27%"
"26/07/2013","1.5381","1.5393","1.5419","1.5356","","-0.06%"
"25/07/2013","1.5391","1.5316","1.5434","1.5267","","0.49%"
"24/07/2013","1.5316","1.5372","1.5391","1.5290","","-0.34%"
"23/07/2013","1.5369","1.5359","1.5393","1.5327","","0.06%"
"22/07/2013","1.5360","1.5265","1.5385","1.5257","","0.60%"
"19/07/2013","1.5268","1.5226","1.5282","1.5197","","0.26%"
"18/07/2013","1.5229","1.5213","1.5244","1.5158","","0.11%"
"17/07/2013","1.5213","1.5160","1.5269","1.5080","","0.34%"
"16/07/2013","1.5161","1.5102","1.5170","1.5044","","0.41%"
"15/07/2013","1.5099","1.5107","1.5128","1.5027","","-0.05%"
"12/07/2013","1.5107","1.5183","1.5189","1.5076","","-0.51%"
"11/07/2013","1.5185","1.5013","1.5223","1.4998","","1.16%"
"10/07/2013","1.5011","1.4865","1.5013","1.4844","","0.97%"
"09/07/2013","1.4867","1.4949","1.4981","1.4813","","-0.57%"
"08/07/2013","1.4952","1.4901","1.4968","1.4859","","0.42%"
"05/07/2013","1.4889","1.5073","1.5082","1.4858","","-1.21%"
"04/07/2013","1.5072","1.5282","1.5287","1.5056","","-1.36%"
"03/07/2013","1.5280","1.5154","1.5303","1.5130","","0.83%"
"02/07/2013","1.5154","1.5217","1.5240","1.5137","","-0.41%"
"01/07/2013","1.5217","1.5200","1.5249","1.5182","","0.03%"
"28/06/2013","1.5212","1.5259","1.5281","1.5165","","-0.31%"
"27/06/2013","1.5259","1.5312","1.5347","1.5202","","-0.37%"
"26/06/2013","1.5315","1.5423","1.5442","1.5297","","-0.70%"
"25/06/2013","1.5423","1.5433","1.5478","1.5396","","-0.06%"
"24/06/2013","1.5433","1.5402","1.5468","1.5345","","0.09%"
"21/06/2013","1.5419","1.5509","1.5532","1.5368","","-0.58%"
"20/06/2013","1.5509","1.5483","1.5518","1.5414","","0.15%"
"19/06/2013","1.5486","1.5641","1.5678","1.5451","","-1.01%"
"18/06/2013","1.5644","1.5722","1.5724","1.5564","","-0.49%"
"17/06/2013","1.5721","1.5713","1.5754","1.5683","","0.10%"
"14/06/2013","1.5705","1.5719","1.5727","1.5615","","-0.10%"
"13/06/2013","1.5720","1.5682","1.5736","1.5644","","0.26%"
"12/06/2013","1.5679","1.5646","1.5701","1.5634","","0.20%"
"11/06/2013","1.5648","1.5574","1.5655","1.5522","","0.49%"
"10/06/2013","1.5572","1.5524","1.5587","1.5494","","0.09%"
"07/06/2013","1.5558","1.5600","1.5619","1.5488","","-0.28%"
"06/06/2013","1.5602","1.5404","1.5684","1.5381","","1.27%"
"05/06/2013","1.5406","1.5314","1.5410","1.5292","","0.61%"
"04/06/2013","1.5313","1.5322","1.5344","1.5272","","-0.06%"
"03/06/2013","1.5322","1.5191","1.5375","1.5189","","0.80%"
"31/05/2013","1.5200","1.5231","1.5240","1.5139","","-0.22%"
"30/05/2013","1.5233","1.5130","1.5239","1.5111","","0.67%"
"29/05/2013","1.5131","1.5042","1.5147","1.5008","","0.59%"
"28/05/2013","1.5042","1.5103","1.5135","1.5025","","-0.40%"
"27/05/2013","1.5103","1.5126","1.5158","1.5086","","-0.15%"
"24/05/2013","1.5126","1.5107","1.5143","1.5065","","0.12%"
"23/05/2013","1.5108","1.5048","1.5129","1.5013","","0.40%"
"22/05/2013","1.5048","1.5154","1.5173","1.5019","","-0.71%"
"21/05/2013","1.5156","1.5255","1.5278","1.5111","","-0.65%"
"20/05/2013","1.5255","1.5173","1.5281","1.5157","","0.55%"
"17/05/2013","1.5171","1.5271","1.5283","1.5158","","-0.65%"
"16/05/2013","1.5271","1.5237","1.5325","1.5199","","0.24%"
"15/05/2013","1.5235","1.5210","1.5273","1.5174","","0.15%"
"14/05/2013","1.5212","1.5299","1.5332","1.5207","","-0.57%"
"13/05/2013","1.5299","1.5341","1.5385","1.5278","","-0.42%"
"10/05/2013","1.5364","1.5450","1.5459","1.5313","","-0.55%"
"09/05/2013","1.5449","1.5535","1.5587","1.5424","","-0.55%"
"08/05/2013","1.5534","1.5486","1.5594","1.5472","","0.31%"
"07/05/2013","1.5486","1.5543","1.5551","1.5448","","-0.37%"
"06/05/2013","1.5543","1.5572","1.5600","1.5520","","-0.19%"
"03/05/2013","1.5572","1.5534","1.5602","1.5482","","0.24%"
"02/05/2013","1.5535","1.5554","1.5593","1.5498","","-0.13%"
"01/05/2013","1.5555","1.5535","1.5607","1.5527","","0.14%"
"30/04/2013","1.5533","1.5500","1.5568","1.5470","","0.21%"
"29/04/2013","1.5501","1.5485","1.5548","1.5476","","0.14%"
"26/04/2013","1.5480","1.5433","1.5499","1.5419","","0.30%"
"25/04/2013","1.5433","1.5267","1.5482","1.5264","","1.08%"
"24/04/2013","1.5268","1.5238","1.5288","1.5225","","0.20%"
"23/04/2013","1.5238","1.5292","1.5298","1.5197","","-0.36%"
"22/04/2013","1.5293","1.5233","1.5293","1.5204","","0.40%"
"19/04/2013","1.5232","1.5281","1.5369","1.5224","","-0.31%"
"18/04/2013","1.5280","1.5237","1.5313","1.5217","","0.28%"
"17/04/2013","1.5238","1.5362","1.5377","1.5217","","-0.81%"
"16/04/2013","1.5362","1.5286","1.5381","1.5273","","0.50%"
"15/04/2013","1.5285","1.5347","1.5386","1.5270","","-0.38%"
"12/04/2013","1.5343","1.5385","1.5410","1.5339","","-0.27%"
"11/04/2013","1.5384","1.5333","1.5413","1.5318","","0.35%"
"10/04/2013","1.5331","1.5323","1.5345","1.5293","","0.06%"
"09/04/2013","1.5322","1.5257","1.5343","1.5248","","0.45%"
"08/04/2013","1.5254","1.5307","1.5353","1.5240","","-0.53%"
"05/04/2013","1.5335","1.5236","1.5364","1.5199","","0.66%"
"04/04/2013","1.5235","1.5129","1.5247","1.5034","","0.71%"
"03/04/2013","1.5128","1.5103","1.5158","1.5074","","0.16%"
"02/04/2013","1.5104","1.5229","1.5260","1.5099","","-0.82%"
"01/04/2013","1.5229","1.5207","1.5243","1.5178","","0.18%"
"29/03/2013","1.5202","1.5194","1.5219","1.5177","","0.05%"
"28/03/2013","1.5194","1.5130","1.5202","1.5112","","0.42%"
"27/03/2013","1.5131","1.5159","1.5183","1.5094","","-0.19%"
"26/03/2013","1.5160","1.5175","1.5208","1.5133","","-0.10%"
"25/03/2013","1.5175","1.5231","1.5269","1.5143","","-0.37%"
"22/03/2013","1.5231","1.5171","1.5249","1.5166","","0.38%"
"21/03/2013","1.5173","1.5099","1.5211","1.5088","","0.50%"
"20/03/2013","1.5097","1.5101","1.5187","1.5027","","-0.01%"
"19/03/2013","1.5099","1.5107","1.5147","1.5072","","-0.05%"
"18/03/2013","1.5106","1.5114","1.5145","1.5073","","-0.07%"
"15/03/2013","1.5116","1.5084","1.5179","1.5069","","0.23%"
"14/03/2013","1.5082","1.4922","1.5120","1.4911","","1.07%"
"13/03/2013","1.4922","1.4902","1.4983","1.4892","","0.12%"
"12/03/2013","1.4904","1.4917","1.4921","1.4831","","-0.07%"
"11/03/2013","1.4914","1.4917","1.4945","1.4865","","-0.03%"
"08/03/2013","1.4918","1.5015","1.5050","1.4888","","-0.64%"
"07/03/2013","1.5014","1.5018","1.5082","1.4967","","-0.03%"
"06/03/2013","1.5018","1.5127","1.5155","1.5016","","-0.71%"
"05/03/2013","1.5126","1.5116","1.5200","1.5093","","0.07%"
"04/03/2013","1.5115","1.5031","1.5117","1.4999","","0.51%"
"01/03/2013","1.5038","1.5162","1.5187","1.4987","","-0.82%"
"28/02/2013","1.5162","1.5158","1.5221","1.5149","","0.01%"
"27/02/2013","1.5160","1.5126","1.5189","1.5080","","0.24%"
"26/02/2013","1.5124","1.5162","1.5219","1.5113","","-0.25%"
"25/02/2013","1.5162","1.5135","1.5202","1.5072","","0.00%"
"22/02/2013","1.5162","1.5255","1.5322","1.5162","","-0.60%"
"21/02/2013","1.5254","1.5233","1.5274","1.5135","","0.13%"
"20/02/2013","1.5234","1.5424","1.5451","1.5192","","-1.23%"
"19/02/2013","1.5424","1.5466","1.5505","1.5415","","-0.27%"
"18/02/2013","1.5466","1.5519","1.5520","1.5438","","-0.34%"
"15/02/2013","1.5518","1.5496","1.5551","1.5463","","0.15%"
"14/02/2013","1.5494","1.5543","1.5544","1.5474","","-0.32%"
"13/02/2013","1.5543","1.5665","1.5690","1.5523","","-0.77%"
"12/02/2013","1.5663","1.5657","1.5671","1.5572","","0.03%"
"11/02/2013","1.5659","1.5793","1.5812","1.5652","","-0.88%"
"08/02/2013","1.5798","1.5717","1.5847","1.5706","","0.52%"
"07/02/2013","1.5716","1.5659","1.5768","1.5644","","0.34%"
"06/02/2013","1.5662","1.5660","1.5680","1.5631","","0.02%"
"05/02/2013","1.5659","1.5760","1.5806","1.5631","","-0.65%"
"04/02/2013","1.5762","1.5694","1.5774","1.5683","","0.45%"
"01/02/2013","1.5692","1.5858","1.5880","1.5690","","-1.04%"
"31/01/2013","1.5857","1.5801","1.5877","1.5776","","0.35%"
"30/01/2013","1.5802","1.5764","1.5817","1.5726","","0.25%"
"29/01/2013","1.5763","1.5694","1.5773","1.5684","","0.43%"
"28/01/2013","1.5695","1.5801","1.5801","1.5674","","-0.68%"
"25/01/2013","1.5803","1.5791","1.5828","1.5748","","0.09%"
"24/01/2013","1.5789","1.5846","1.5851","1.5754","","-0.36%"
"23/01/2013","1.5846","1.5838","1.5894","1.5802","","0.04%"
"22/01/2013","1.5840","1.5831","1.5886","1.5811","","0.06%"
"21/01/2013","1.5830","1.5873","1.5895","1.5806","","-0.24%"
"18/01/2013","1.5868","1.5994","1.6009","1.5854","","-0.78%"
"17/01/2013","1.5993","1.6006","1.6040","1.5955","","-0.09%"
"16/01/2013","1.6007","1.6064","1.6081","1.5974","","-0.37%"
"15/01/2013","1.6066","1.6080","1.6103","1.6032","","-0.07%"
"14/01/2013","1.6078","1.6129","1.6156","1.6032","","-0.33%"
"11/01/2013","1.6132","1.6170","1.6179","1.6090","","-0.22%"
"10/01/2013","1.6168","1.6023","1.6170","1.6004","","0.90%"
"09/01/2013","1.6023","1.6054","1.6077","1.5991","","-0.21%"
"08/01/2013","1.6056","1.6116","1.6130","1.6029","","-0.36%"
"07/01/2013","1.6114","1.6074","1.6119","1.6021","","0.27%"
"04/01/2013","1.6071","1.6105","1.6109","1.6008","","-0.22%"
"03/01/2013","1.6107","1.6256","1.6257","1.6090","","-0.92%"
"02/01/2013","1.6256","1.6248","1.6381","1.6224","","0.07%"
"01/01/2013","1.6244","1.6252","1.6321","1.6232","","-0.06%"
"31/12/2012","1.6253","1.6171","1.6275","1.6134","","0.51%"
