sqldate,AvgTone,NormalizedTone,7d,14d,28d
2019-08-20,-1.8401859663271596,1.4731781472511116,1.5238819142035298,1.8065058381860573,2.2916791490865305
2019-08-21,-1.72637586084948,2.023417201489652,1.5723291618398996,1.7897201067486017,2.2383648315697866
2019-08-22,-1.3180236842578057,3.9976822678560002,1.5298707114850054,1.825191271599989,2.214494579234266
2019-08-23,-1.7685175113454024,1.8196744686663786,1.343125122557866,1.7082213894624405,2.165359267868199
2019-08-24,-1.9518618495201472,0.9332574425697997,1.2449569949580237,1.6462113007229955,2.1356648886447887
2019-08-25,-1.6736965828598978,2.278106325775207,1.938158959298655,1.9361217466015361,2.2015961097207923
2019-08-26,-1.4345502353146893,3.4343099822570444,2.279946547980744,1.956523844030354,2.2310132114075554
2019-08-27,-1.7215974436167392,2.0465194714318944,2.3618524514351416,1.9428671828193333,2.200128066221953
2019-08-28,-1.778071462873849,1.7734838669514517,2.326147689358256,1.9492384255990753,2.112816083538778
2019-08-29,-2.206200173634709,-0.2963950415398675,1.712708073730275,1.6212893926076377,1.9786641854354063
2019-08-30,-1.7194649378528606,2.056829522105777,1.7465873670787602,1.544856244818311,1.902506889239698
2019-08-31,-2.270094370538622,-0.6053050660774946,1.5267927229862899,1.3858748589721546,1.8817329570271695
2019-09-01,-2.3480131217245135,-0.9820197679927962,1.061060423876575,1.4996096915876127,1.790867037387123
2019-09-02,-2.066459797970958,0.3792093946517916,0.6246174827901102,1.4522820153854248,1.6976741699677145
2019-09-03,-1.871511711774354,1.32172719765541,0.5210757293934697,1.4414640904143035,1.6239849643001798
2019-09-04,-2.083321184001494,0.2976894534861745,0.31024795604128724,1.3181978226997693,1.5539589647241852
2019-09-05,-1.7297584026302597,2.0070635869967486,0.6393134744036609,1.1760107740669656,1.500601022833477
2019-09-06,-1.7010383260836028,2.1459168785420255,0.6520402396088393,1.1993138033437976,1.4537675964031185
2019-09-07,-1.9822249799376113,0.7864604591692044,0.8508638860726533,1.1888283045294692,1.4175198026262321
2019-09-08,-2.2757225968117947,-0.6325159177728952,0.9007930075326394,0.9809267157046049,1.4585242311530702
2019-09-09,-1.621105393057202,2.532369569068573,1.208387318163608,0.9165024004768568,1.436513122253605
2019-09-10,-1.6719786705849826,2.286411936436463,1.3461994237037587,0.9336375765486117,1.4382523796839723
2019-09-11,-1.6723395620025268,2.2846671304595345,1.6300533775570956,0.9701506667991892,1.4596945461991317
2019-09-12,-1.4265705710123224,3.472889359021935,1.8394570592749793,1.2393852668393177,1.4303373297234774
2019-09-13,-1.5788277906061432,2.7367695904067997,1.923864589541376,1.2879524145751053,1.4164043296967077
2019-09-14,-1.8225762482350285,1.5583160582279345,2.034129675121194,1.4424967805969218,1.4141858197845374
2019-09-15,-1.4777325922785454,3.2255357336447967,2.5852799110380076,1.7430364592853211,1.6213230754364665
2019-09-16,-1.258131404331975,4.287244177356578,2.83597628365058,2.0221818009070915,1.737231908146258
2019-09-17,-1.1933350675009675,4.600515788400008,3.1665625482168003,2.256380985960277,1.8489225381872898
2019-09-18,-1.2372285328358996,4.388303535790491,3.4670820346926514,2.5485677061248713,1.9333827644123198
2019-09-19,-1.0546596372287194,5.2709715205941,3.7239509149172463,2.7817039870961104,1.9788573805815377
2019-09-20,-1.1104064858939724,5.001451576318469,4.047476912904627,2.9856707512229996,2.092492277283398
2019-09-21,-1.4827695757536123,3.201183370452588,4.282172243222435,3.158150959171812,2.1734896318506407
2019-09-22,-1.4959954817774617,3.1372399271927285,4.269558556586426,3.427419233812214,2.2041729747584093
2019-09-23,-1.256393584006914,4.295646037701796,4.270758822350028,3.5533675530003017,2.234934976738579
2019-09-24,-1.4518306257565017,3.350764275540866,4.092222891941579,3.6293927200791876,2.2815151483138996
2019-09-25,-1.3892475879036097,3.6533352240082104,3.987227418829825,3.7271547267612353,2.348652696780212
2019-09-26,-1.706368262682118,2.12014817144164,3.5371097975223305,3.630530356219786,2.4349578115295514
2019-09-27,-2.0423684119774173,0.4956843015921173,2.8934287582757094,3.4704528355901663,2.379202625082635
2019-09-28,-1.7900664272783715,1.7154916716022974,2.6811870870113816,3.481679665116906,2.4620882228569134
2019-09-29,-1.6482975140201446,2.400903502337584,2.5759961691749322,3.4227773628806766,2.5829069110829983
2019-09-30,-1.1199938828209273,4.955099275742386,2.6702037746093024,3.4704812984796627,2.7463315496933767
2019-10-01,-1.5193011295056984,3.024563838276208,2.6236037121429225,3.3579133020422485,2.8071471440012625
2019-10-02,-1.2093276400736606,4.5231963098677115,2.747869581551423,3.3675485001906216,2.958058103157746
2019-10-03,-1.190436786693924,4.61452814067305,3.1042095771559097,3.3206596873391185,3.0511818372176145
2019-10-04,-1.0803778809234723,5.146631225609903,3.768630566301308,3.3310296622885063,3.1583502067557525
2019-10-05,-1.5195780949568165,3.0232247901553024,3.9554495832374514,3.3183183351244145,3.2382346471481136
2019-10-06,-1.6906631055167929,2.196078079326761,3.92618880852162,3.251092488848274,3.3392558613302437
2019-10-07,-1.459127981802839,3.3154836625186235,3.691958006632511,3.1810808906209043,3.3672242218106025
2019-10-08,-1.6651788021293494,2.3192873403583745,3.591204221215677,3.1074039666792976,3.368398343379242
2019-10-09,-1.677991325151107,2.2573424847560393,3.267510817628296,3.007690199589857,3.3674224631755463
2019-10-10,-1.5278972470707124,2.9830040876789803,3.034435952914857,3.0693227650353814,3.3499265606275834
2019-10-11,-1.6171270677562506,2.5516036251469947,2.6637177242772987,3.216174145289301,3.343313490439733
2019-10-12,-1.9805798047596637,0.7944144069330799,2.3453162409598383,3.150382912098643,3.3160312886077743
2019-10-13,-1.4215613397592926,3.4971075482201686,2.5311775936588967,3.2286832010902557,3.3257302819854657
2019-10-14,-1.4672420712249912,3.276254379047592,2.5255734103058924,3.1087657084691993,3.2896235034744308
2019-10-15,-1.0279077619917216,5.40030912614091,2.965719379703397,3.278461800459535,3.3181875512508916
2019-10-16,-1.0211195181818356,5.433128328251437,3.4194030716313115,3.343456944629801,3.3555027224102107
2019-10-17,-0.7302010231897451,6.839635394325118,3.970350401152188,3.5023931770335204,3.4115264321863186
2019-10-18,-1.1696861430931662,4.714851521112771,4.279385814861585,3.4715517695694396,3.4012907159289725
2019-10-19,-1.7526955744043888,1.8961689731051998,4.436779324314744,3.391047782637289,3.3546830588808514
2019-10-20,-1.8138057079185683,1.6007190925510728,4.165866687790588,3.34852214072474,3.2998073147865066
2019-10-21,-1.2320718248042055,4.413234732703406,4.3282924525985615,3.4269329314522246,3.3040069110365637
2019-10-22,-1.5728162191234016,2.7658338056912664,3.9519388353914695,3.458829107547431,3.283116537113364
2019-10-23,-1.9088616884398757,1.1411508266028525,3.338799192298815,3.379101131965061,3.1933956657774587
